67,424,382,69798
127,248,225,89697
326,395,47,69784
14,418,216,79740
381,1,223,59820
361,114,473,49889
451,15,12,59864
271,470,190,59802
108,211,14,99672
111,219,248,79727
116,115,109,89686
230,145,10,99672
419,278,321,39920
93,497,430,69814
60,166,361,79750
356,469,211,59821
415,335,151,39902
294,442,423,49872
253,295,17,89700
121,399,207,79737
86,274,352,79748
337,187,219,69770
254,389,260,59798
197,245,14,99672
21,352,492,69812
297,197,85,79737
251,492,386,59833
270,431,116,59790
257,477,289,49841
230,134,274,79732
479,2,392,39958
411,443,370,29972
405,259,281,49863
213,28,435,79765
285,100,252,59790
242,178,173,89692
269,312,306,59798
229,14,115,89686
88,292,431,79764
400,399,409,39929
127,421,337,69788
41,8,7,99672
378,125,54,69794
313,172,34,79740
79,264,84,99672
136,356,227,79734
161,237,11,99672
193,210,94,89684
54,450,255,69775
104,303,409,79759
10,8,73,99672
360,80,353,59826
339,272,110,69759
488,399,258,29976
111,324,197,79728
288,160,316,59804
29,149,484,79774
438,153,430,39950
155,470,372,69800
208,126,4,99672
440,18,410,39946
482,285,85,59876
434,487,352,29982
254,189,173,79720
103,337,216,79731
97,52,333,79744
148,250,162,89691
436,450,9,49904
100,164,494,79776
392,169,106,59811
337,419,467,49887
172,442,344,69792
242,493,117,79737
363,42,85,69789
456,106,380,39947
300,421,184,59802
170,145,434,79764
302,478,444,49881
67,276,52,99672
19,36,433,79764
394,415,170,49861
308,391,189,59801
285,112,40,79735
133,446,282,69780
463,229,138,49885
394,414,6,59841
335,45,57,79745
443,20,120,49875
495,210,57,59881
83,120,372,79752
51,456,189,79741
486,455,147,39942
126,238,50,99672
326,19,5,79743
492,148,298,39945
225,156,31,99672
457,485,485,20069
55,107,309,79739
490,271,344,39953
331,129,271,59803
153,123,40,99672
140,492,224,79748
326,322,471,49876
195,153,163,89691
158,424,447,69811
151,167,272,79732
290,298,122,69751
10,122,36,99672
276,35,37,79733
318,145,396,59826
247,432,77,89717
251,398,38,79741
475,86,388,39956
493,411,160,39941
53,257,460,79770
147,447,70,89718
456,15,158,49884
452,402,454,20049
421,373,345,29964
89,216,79,99672
358,334,126,59799
32,482,404,69808
275,271,426,59823
227,198,169,89692
129,12,323,79742
208,285,31,99672
177,69,62,99672
129,415,199,79738
200,306,116,89687
3,264,250,79728
325,219,343,59817
366,119,248,49845
239,112,206,89696
280,454,459,49877
137,323,24,89706
35,256,439,79765
79,383,442,69805
156,346,425,69798
186,351,368,69787
297,428,449,49876
480,286,88,59875
125,109,285,79735
379,26,341,49868
359,174,258,59806
82,365,20,89710
491,404,314,29989
134,457,480,69820
69,388,421,69802
330,350,222,59805
463,486,191,39940
402,216,82,69801
163,63,455,79769
480,59,300,39940
204,59,148,89690
124,375,2,89711
95,219,10,99672
314,303,418,59829
103,142,271,79732
136,293,125,89687
342,396,405,49873
487,273,245,39932
428,385,285,29956
192,142,54,99672
404,59,374,49882
273,483,381,49863
487,68,250,39933
286,155,252,59791
178,264,0,99672
221,225,152,89690
200,392,342,69786
246,324,189,79727
102,1,139,89689
299,441,415,49871
255,494,231,69777
418,204,373,39930
494,152,85,59881
310,266,180,69760
1,194,213,89696
203,431,292,69780
367,449,375,39917
246,373,320,69780
325,315,203,69766
315,317,469,59840
392,423,384,39924
408,303,175,59823
132,354,437,69802
272,76,417,59821
242,234,22,99672
255,373,211,69763
177,329,9,89706
254,474,345,59823
201,345,303,69774
104,104,443,79766
134,37,416,79761
262,184,256,59787
369,84,327,49862
357,408,135,59807
305,116,281,59800
86,395,434,69805
165,111,482,79774
354,422,15,69792
450,311,158,49882
216,381,393,69795
95,313,82,99672
487,222,457,39975
364,303,131,59805
263,69,69,79730
358,180,376,59830
120,359,359,69786
153,53,198,89695
246,50,93,89684
27,299,445,79767
108,17,352,79748
408,483,307,39919
171,419,59,89715
347,47,200,69770
248,189,84,89700
